Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5694632731461543,0.580720214186631,0.6256974523304407,0.6341341764682974
rf,0.5774255757932664,0.6327187150756504,0.6719818859339216,0.7683781133820516
xgb,0.5773781393923169,0.6328196377790337,0.6714238148551954,0.7683414403450255
lgb,0.5774742336707627,0.6317654172973438,0.6692231021164453,0.7598852300636706
