Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6829008426518957,0.7013381658906968,0.7017761208672904,0.7524915251352461
rf,0.6847010900973657,0.7019063993032973,0.7027627820229781,0.8022012496303221
xgb,0.6847001273593416,0.701702825623385,0.7032599181407473,0.816052161582099
lgb,0.6848264276891738,0.7023805750274367,0.7032713801726937,0.8168622420522842
