Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5642347472036655,0.5145687462001348,0.5651710191146956,0.5605934176262471
rf,0.5646164219187214,0.5145711268385854,0.5655104890014504,0.5854979402899252
xgb,0.5645191705489386,0.514570789199959,0.5654649077868853,0.5839292998450755
lgb,0.5648680141995928,0.5145698678470971,0.5656478220820699,0.5834346707027646
