Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6428307801418439,0.7723472695035462,0.770341914893617,0.8226994680851064
rf,0.6202031560283688,0.7749461347517731,0.7769748581560284,0.8630641134751773
xgb,0.6397518439716312,0.7770834751773049,0.8026735815602837,0.8934174468085107
lgb,0.6395485815602837,0.7677720212765957,0.776335390070922,0.8837889716312056
