Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6487440658463176,0.6712865942802885,0.6746621694968936,0.6728797443297284
rf,0.6677285046267961,0.6802538591754174,0.6812931681843478,0.7049875266635824
xgb,0.6676705000605029,0.6805359559666561,0.6830006431825998,0.7045182539979011
lgb,0.6681106467233766,0.6806724307257699,0.6830028302269323,0.7048471806763619
