Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5894123090734683,0.6677831615711932,0.6677831615711932,0.7059826721105836
rf,0.5894123090734683,0.6683394310942766,0.6683394310942766,0.8046215288880144
xgb,0.5894123090734683,0.6683394310942766,0.6683394310942766,0.7907296713972994
lgb,0.5894123090734683,0.6683394310942766,0.6683394310942766,0.7907027387657722
