Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5813538773741033,0.5981846158783954,0.611636281571725,0.6121881415991087
rf,0.581136138265187,0.612321734147882,0.6122446889558144,0.7821475870504848
xgb,0.581136138265187,0.612321734147882,0.6122446889558144,0.7847820705651162
lgb,0.581136138265187,0.6122967243079132,0.6122705980956705,0.7683379689916747
