Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.7943340728227773
rf,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8823175715429501
xgb,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8817027161452331
lgb,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8826316144626546
