Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6841354145569253,0.6649515428757667,0.687405235650848,0.691876337139598
rf,0.6999896078499843,0.6741277740917927,0.712687790853325,0.8219064380579902
xgb,0.7001288403114851,0.6742256800642525,0.7125341248501357,0.8218973495827077
lgb,0.6999544458800387,0.6742288088836121,0.7123532306689481,0.8204955453899966
