Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6126497875296233,0.6853792963961755,0.694686185339544,0.8012131200457628
rf,0.6179730040042494,0.7209201479120699,0.7583695554465965,0.9264915788183378
xgb,0.6185090422489172,0.7217018019122333,0.758470862956607,0.9237330840892376
lgb,0.6190536610280297,0.7217829982838931,0.7553202786630709,0.9181399158290431
