Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6797836634794485,0.7159122043539428,0.7444976958947309,0.729740645263933
rf,0.6800901776541062,0.7177354083944144,0.7555853932502284,0.7947747300550642
xgb,0.6811091016629132,0.7194541340050856,0.7566597934810897,0.8152941899405692
lgb,0.6811111762089346,0.718385098979452,0.7568258465828864,0.8165575884675843
