Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.578339673654117,0.6025281934690966,0.6117216069152527,0.6178454650169506
rf,0.5833077387285567,0.6130544985438392,0.6278398858145834,0.791451287490927
xgb,0.5830998009545321,0.6130337588423455,0.6281054303361618,0.7913205669337365
lgb,0.5824488701546614,0.612393261511938,0.6275508818913921,0.7886585371808216
