Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5367433286843329,0.7885950081357508,0.791403039284054,0.8286437587168759
rf,0.548521629474663,0.8113306427243142,0.8159966992096699,0.9002380288238029
xgb,0.5483546257554626,0.8111157136215713,0.8158080718270572,0.8984018363551837
lgb,0.5482707926545792,0.8109161552766155,0.8149552126917713,0.8959975127847513
