Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6803320578941298,0.6577474112603144,0.685487370541014,0.6872523661557063
rf,0.6953313945425342,0.6638367698906288,0.7073360232625561,0.8177979799935505
xgb,0.6946318501319699,0.663504727397697,0.7068580177499539,0.8185570206984033
lgb,0.6940672862201889,0.6640339785628526,0.7069549352882001,0.815512937262927
