Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5417024227120726,0.5877917696034942,0.6059762778953115,0.6891303296253326
rf,0.5417024227120726,0.5874320016378898,0.6059300020473624,0.770499954958029
xgb,0.5417024227120726,0.5877819204258514,0.6059750767760868,0.7927153101753907
lgb,0.5417024227120726,0.5877819204258514,0.6060650733638162,0.7947468395550399
