Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5878209668353007,0.6510677346824059,0.6847883642495785,0.7054398538504778
rf,0.5922734682405846,0.6525455311973019,0.6897062956717257,0.7787596964586847
xgb,0.5916545812254075,0.6547906127037662,0.6920688589094997,0.7698822372119167
lgb,0.5922178189994378,0.6528243395165823,0.6905118043844857,0.789198707138842
