Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5329812136763895,0.5053140621594084,0.5342448850325233,0.5444708248619438
rf,0.5462160096591014,0.5189676096866463,0.5491808607942048,0.6352514437745368
xgb,0.5478286840845463,0.5187329988091663,0.5544513480792638,0.6967216834974782
lgb,0.5495845051657212,0.5196506650682001,0.5567286077705119,0.6858010483335296
