Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.7701310079094538
rf,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8581816823966131
xgb,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8588521511409266
lgb,0.49705969544963785,0.49705969544963785,0.49705969544963785,0.8594517668894739
