Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5891002545454546,0.6102110181818182,0.6825987515151516,0.7805463393939394
rf,0.5893376606060606,0.6109689818181818,0.6899610060606061,0.9622040121212121
xgb,0.588212303030303,0.6098684242424243,0.6894238181818182,0.9498102424242424
lgb,0.5891365212121212,0.6111387757575758,0.690354,0.9496186060606061
