Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5986917260771759,0.5657509754370628,0.611385198682893,0.6123705015408255
rf,0.6120784707729899,0.5709865048527593,0.6237695268810678,0.7622388299402917
xgb,0.6119635879923723,0.5709865048527593,0.623329210222819,0.7888253782704222
lgb,0.611670700734542,0.5710161749589927,0.6229741547195201,0.7609214836875986
