Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.6825933876591259,0.7056205748804022,0.739311882753588,0.8004721114084165
rf,0.6874818819427552,0.741485830698127,0.7710080637314521,0.9262308643476851
xgb,0.6877604435255007,0.7426729141328144,0.771232567096408,0.9223953417659937
lgb,0.6880823522257359,0.7412788818616719,0.7692911011108409,0.9178988769966756
