Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.5582589702329809,0.5006858555922483,0.5580750654027182,0.6017948232861013
rf,0.5595901268232797,0.5006858555922483,0.5591064487838345,0.6941069636220923
xgb,0.5596503037545721,0.5006858555922483,0.5590481507277055,0.7481551496779436
lgb,0.5588079458001146,0.5006858555922483,0.5591168222917794,0.7324035203557732
