Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.7230304125990117,0.6922499467036793,0.7378833911820133,0.7096143324050972
rf,0.7280484292674434,0.6926537153908913,0.7409676812737565,0.7589799785876526
xgb,0.7279868604729711,0.6930086688196287,0.7418553113873098,0.7703264410799364
lgb,0.7280286659509494,0.6931824740615133,0.7424393620337468,0.7712745472084929
