Approach,mutation_feature_apfd,mutation_model_apfd,fusion_2_feature_apfd,fusion_3_feature_apfd
lr,0.7784467971576564,0.6545383577570126,0.6859135453811916,0.7131110257945288
rf,0.6650551593395629,0.6400434897663483,0.6543251819846084,0.7448424607616023
xgb,0.755180227665131,0.6865649157968714,0.7221073123541304,0.7526234632169847
lgb,0.7756086181316536,0.6677214182218868,0.6538151045055832,0.721513075127758
